CNPJ;Nome;UF do sancionado;Motivo do impedimento;Órgão;Nº do Convênio
07.177.432/0001-11;IEC INSTITUTO EDUCAR E CRESCER;DF;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;703279
07.177.432/0001-11;IEC INSTITUTO EDUCAR E CRESCER;DF;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;702800
07.177.432/0001-11;IEC INSTITUTO EDUCAR E CRESCER;DF;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;705085
07.177.432/0001-11;IEC INSTITUTO EDUCAR E CRESCER;DF;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;704786
07.177.432/0001-11;IEC INSTITUTO EDUCAR E CRESCER;DF;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;704608
07.177.432/0001-11;IEC INSTITUTO EDUCAR E CRESCER;DF;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;704853
07.177.432/0001-11;IEC INSTITUTO EDUCAR E CRESCER;DF;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério do Turismo - Unidades com vínculo direto;632058
07.846.040/0001-06;IFIEX - INSTITUTO DE FOMENTO E INOVACAO EXERCITO BRASILEIRO;DF;DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR.;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;590678
07.846.040/0001-06;IFIEX - INSTITUTO DE FOMENTO E INOVACAO EXERCITO BRASILEIRO;DF;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Defesa - Unidades com vínculo direto;654191
04.903.674/0001-57;IGES - INSTITUTO DE GESTAO SOCIAL DO TERCEIRO SETOR;ES;MOTIVO NÃO ESPECIFICADO;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;756251
00.113.233/0001-09;IGREJA TABERNACULO EVANGELICO DE JESUS;DF;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;704162
03.853.004/0001-00;IGTS - INSTITUTO GOIANO DO TERCEIRO SETOR;GO;DESCUMPRIMENTO DE PRECEITOS DA LEI NR.8666/93;Ministério do Turismo - Unidades com vínculo direto;527652
03.853.004/0001-00;IGTS - INSTITUTO GOIANO DO TERCEIRO SETOR;GO;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério do Turismo - Unidades com vínculo direto;620639
03.853.004/0001-00;IGTS - INSTITUTO GOIANO DO TERCEIRO SETOR;GO;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério do Turismo - Unidades com vínculo direto;593424
07.987.592/0001-26;ILE ASE ODE ONISEGUM;GO;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;703548
07.987.592/0001-26;ILE ASE ODE ONISEGUM;GO;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;753947
07.668.711/0001-88;INBRAEST - INTEGRACAO BRASILEIRA DE EDUCACAO SAUDE E TURISMO;DF;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;748914
03.656.923/0001-94;INST DE APOIO TECNICO AOS PAISES DO TERCEIRO MUNDO;DF;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;568248
03.656.923/0001-94;INST DE APOIO TECNICO AOS PAISES DO TERCEIRO MUNDO;DF;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;532141
03.656.923/0001-94;INST DE APOIO TECNICO AOS PAISES DO TERCEIRO MUNDO;DF;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Cidadania - Unidades com vínculo direto;518061
02.010.437/0003-01;INST DE TECNOLOGIA EDUC E AMPARO AO EDUCANDO CARENTE;GO;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Economia - Unidades com vínculo direto;-1
02.010.437/0003-01;INST DE TECNOLOGIA EDUC E AMPARO AO EDUCANDO CARENTE;GO;INSCRICAO POR DECISAO DO T.C.U.;Ministério da Economia - Unidades com vínculo direto;-1
02.010.437/0002-12;INST DE TECNOLOGIA EDUC E AMPARO AO EDUCANDO CARENTE;GO;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Economia - Unidades com vínculo direto;-1
02.010.437/0002-12;INST DE TECNOLOGIA EDUC E AMPARO AO EDUCANDO CARENTE;GO;INSCRICAO POR DECISAO DO T.C.U.;Ministério da Economia - Unidades com vínculo direto;-1
02.010.437/0002-12;INST DE TECNOLOGIA EDUC E AMPARO AO EDUCANDO CARENTE;GO;INSCRICAO POR DECISAO DO T.C.U.;Ministério da Economia - Unidades com vínculo direto;-1
02.010.437/0001-31;INST DE TECNOLOGIA EDUC E AMPARO AO EDUCANDO CARENTE;DF;INSCRICAO POR DECISAO DO T.C.U.;Ministério da Economia - Unidades com vínculo direto;-1
02.010.437/0001-31;INST DE TECNOLOGIA EDUC E AMPARO AO EDUCANDO CARENTE;DF;INSCRICAO POR DECISAO DO T.C.U.;Ministério da Economia - Unidades com vínculo direto;-1
02.010.437/0001-31;INST DE TECNOLOGIA EDUC E AMPARO AO EDUCANDO CARENTE;DF;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Economia - Unidades com vínculo direto;-1
60.833.910/0001-87;INSTITUICAO ADVENT CENTRAL BRAS DE EDUC E ASS SOCIAL;DF;DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR.;Ministério da Economia - Unidades com vínculo direto;-1
02.887.974/0001-64;INSTITUICAO GRATUITA LUA DE PRATA;GO;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Educação - Unidades com vínculo direto;535197
02.887.974/0001-64;INSTITUICAO GRATUITA LUA DE PRATA;GO;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Saúde - Unidades com vínculo direto;532986
02.560.332/0001-56;INSTITUTO 26 DE OUTUBRO DE DESENVOLVIMENTO SOCIAL;DF;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Cidadania - Unidades com vínculo direto;638052
02.560.332/0001-56;INSTITUTO 26 DE OUTUBRO DE DESENVOLVIMENTO SOCIAL;DF;IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO;Ministério da Cidadania - Unidades com vínculo direto;622901
02.560.332/0001-56;INSTITUTO 26 DE OUTUBRO DE DESENVOLVIMENTO SOCIAL;DF;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;602872
02.560.332/0001-56;INSTITUTO 26 DE OUTUBRO DE DESENVOLVIMENTO SOCIAL;DF;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;734460
02.560.332/0001-56;INSTITUTO 26 DE OUTUBRO DE DESENVOLVIMENTO SOCIAL;DF;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Cidadania - Unidades com vínculo direto;611185
02.560.332/0001-56;INSTITUTO 26 DE OUTUBRO DE DESENVOLVIMENTO SOCIAL;DF;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;743399
02.560.332/0001-56;INSTITUTO 26 DE OUTUBRO DE DESENVOLVIMENTO SOCIAL;DF;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;719505
02.560.332/0001-56;INSTITUTO 26 DE OUTUBRO DE DESENVOLVIMENTO SOCIAL;DF;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;705801
02.560.332/0001-56;INSTITUTO 26 DE OUTUBRO DE DESENVOLVIMENTO SOCIAL;DF;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;716538
00.438.998/0001-00;INSTITUTO AGOSTIN CASTEJON;DF;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;700258
00.438.998/0001-00;INSTITUTO AGOSTIN CASTEJON;DF;TEVE A PRESTACAO DE CONTAS IMPUGNADA;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;638260
05.828.940/0001-97;INSTITUTO ANTROPOS DE EDUCACAO E DESENVOLVIMENTO SOCIAL;GO;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério do Turismo - Unidades com vínculo direto;510131
26.963.942/0001-69;INSTITUTO APRENDER A VENCER;GO;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;742864
03.863.259/0001-54;INSTITUTO ARTE, CIA E CIDADANIA;DF;IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO;Ministério da Cidadania - Unidades com vínculo direto;611022
03.863.259/0001-54;INSTITUTO ARTE, CIA E CIDADANIA;DF;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;723948
03.863.259/0001-54;INSTITUTO ARTE, CIA E CIDADANIA;DF;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;702365
03.863.259/0001-54;INSTITUTO ARTE, CIA E CIDADANIA;DF;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;570099
03.863.259/0001-54;INSTITUTO ARTE, CIA E CIDADANIA;DF;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;532879
03.863.259/0001-54;INSTITUTO ARTE, CIA E CIDADANIA;DF;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;703037
03.863.259/0001-54;INSTITUTO ARTE, CIA E CIDADANIA;DF;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério do Turismo - Unidades com vínculo direto;702723
03.863.259/0001-54;INSTITUTO ARTE, CIA E CIDADANIA;DF;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério do Turismo - Unidades com vínculo direto;737573
03.863.259/0001-54;INSTITUTO ARTE, CIA E CIDADANIA;DF;IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO;Ministério do Turismo - Unidades com vínculo direto;704200
03.863.259/0001-54;INSTITUTO ARTE, CIA E CIDADANIA;DF;IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO;Ministério do Turismo - Unidades com vínculo direto;703314
03.974.402/0001-85;INSTITUTO ATITUDE - DIREITO E CIDADANIA PARA HOMOSSEXUAIS;DF;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;417946
03.974.402/0001-85;INSTITUTO ATITUDE - DIREITO E CIDADANIA PARA HOMOSSEXUAIS;DF;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;401639
06.168.134/0001-00;INSTITUTO BRASIL 100;DF;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério do Turismo - Unidades com vínculo direto;649760
06.168.134/0001-00;INSTITUTO BRASIL 100;DF;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;553509
06.168.134/0001-00;INSTITUTO BRASIL 100;DF;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;700015
02.042.513/0001-90;INSTITUTO BRASIL CENTRAL IBRACE;GO;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;702863
02.042.513/0001-90;INSTITUTO BRASIL CENTRAL IBRACE;GO;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;727314
08.262.493/0001-40;INSTITUTO BRASIL DE ARTE, ESPORTE, CULTURA E LAZER - INBRASIL;DF;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;739360
08.262.493/0001-40;INSTITUTO BRASIL DE ARTE, ESPORTE, CULTURA E LAZER - INBRASIL;DF;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;747957
08.262.493/0001-40;INSTITUTO BRASIL DE ARTE, ESPORTE, CULTURA E LAZER - INBRASIL;DF;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;737450
10.306.267/0001-65;INSTITUTO BRASIL FLORESTA SAGRADA;DF;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;750343
05.080.541/0001-90;INSTITUTO BRASIL SOCIAL - IBAS;GO;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério do Turismo - Unidades com vínculo direto;626697
04.211.695/0001-01;INSTITUTO BRASILEIRO DE ACAO POPULAR-IBRAP;DF;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Educação - Unidades com vínculo direto;656990
03.672.303/0001-49;INSTITUTO BRASILEIRO DE DESENVOLVIMENTO ECONOMICO E SOCIAL - IBRADEC;DF;MOTIVO NÃO ESPECIFICADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;703174
05.291.004/0001-90;INSTITUTO BRASILEIRO DE DESENVOLVIMENTO LOCAL;DF;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Economia - Unidades com vínculo direto;487292
04.725.077/0001-80;INSTITUTO BRASILEIRO DE DESENVOLVIMENTO SOCIAL;DF;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;473074
04.570.469/0001-17;INSTITUTO BRASILEIRO DE DESENVOLVIMENTO SOCIAL;DF;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;467102
04.570.469/0001-17;INSTITUTO BRASILEIRO DE DESENVOLVIMENTO SOCIAL;DF;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Economia - Unidades com vínculo direto;516990
05.415.800/0001-97;INSTITUTO BRASILEIRO DE EDUCACAO E GESTAO AMBIENTAL - IBEG;DF;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;777918
05.415.800/0001-97;INSTITUTO BRASILEIRO DE EDUCACAO E GESTAO AMBIENTAL - IBEG;DF;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;748345
04.785.175/0001-02;INSTITUTO BRASILEIRO DE HOSPEDAGEM - IBH;DF;IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO;Ministério do Turismo - Unidades com vínculo direto;753683
04.785.175/0001-02;INSTITUTO BRASILEIRO DE HOSPEDAGEM - IBH;DF;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;724449
04.785.175/0001-02;INSTITUTO BRASILEIRO DE HOSPEDAGEM - IBH;DF;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;747954
04.785.175/0001-02;INSTITUTO BRASILEIRO DE HOSPEDAGEM - IBH;DF;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;747795
07.194.500/0001-50;INSTITUTO BRASILEIRO DE PROFISSIONALIZACAO, EDUCACAO, ECOLOGIA E CULTURA;GO;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;779102
04.147.014/0001-93;INSTITUTO BRAZIL GLOBAL;DF;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;702341
04.147.014/0001-93;INSTITUTO BRAZIL GLOBAL;DF;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;704316
04.147.014/0001-93;INSTITUTO BRAZIL GLOBAL;DF;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;700672
04.147.014/0001-93;INSTITUTO BRAZIL GLOBAL;DF;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;722518
03.572.065/0001-08;INSTITUTO CAMINHO DAS ARTES - ICA;DF;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;748225
03.572.065/0001-08;INSTITUTO CAMINHO DAS ARTES - ICA;DF;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;732146
07.387.926/0001-20;INSTITUTO CAPIXABA DE ECOTURISMO;ES;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;701516
03.667.069/0001-61;INSTITUTO CENTRO OESTE DE EDUCACAO E PESQUISA;DF;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério da Economia - Unidades com vínculo direto;723131
05.619.125/0001-18;INSTITUTO CENTRO-BRASILEIRO DE CULTURA;GO;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;652421
05.619.125/0001-18;INSTITUTO CENTRO-BRASILEIRO DE CULTURA;GO;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;569112
05.619.125/0001-18;INSTITUTO CENTRO-BRASILEIRO DE CULTURA;GO;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;704382
05.619.125/0001-18;INSTITUTO CENTRO-BRASILEIRO DE CULTURA;GO;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;660333
05.619.125/0001-18;INSTITUTO CENTRO-BRASILEIRO DE CULTURA;GO;ATRASO NA DEVOLUCAO DE RECURSOS;Ministério do Turismo - Unidades com vínculo direto;577744
05.619.125/0001-18;INSTITUTO CENTRO-BRASILEIRO DE CULTURA;GO;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;593035
05.619.125/0001-18;INSTITUTO CENTRO-BRASILEIRO DE CULTURA;GO;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;590974
05.619.125/0001-18;INSTITUTO CENTRO-BRASILEIRO DE CULTURA;GO;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;588775
05.619.125/0001-18;INSTITUTO CENTRO-BRASILEIRO DE CULTURA;GO;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;565587
05.619.125/0001-18;INSTITUTO CENTRO-BRASILEIRO DE CULTURA;GO;IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO;Ministério do Turismo - Unidades com vínculo direto;658545
05.619.125/0001-18;INSTITUTO CENTRO-BRASILEIRO DE CULTURA;GO;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério do Turismo - Unidades com vínculo direto;601013
05.619.125/0001-18;INSTITUTO CENTRO-BRASILEIRO DE CULTURA;GO;UTILIZOU OS RECURSOS EM DESACORDO C/PROG TRAB;Ministério do Turismo - Unidades com vínculo direto;552713
05.619.125/0001-18;INSTITUTO CENTRO-BRASILEIRO DE CULTURA;GO;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;622933
09.359.271/0001-02;INSTITUTO CIA DO TURISMO;DF;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;659145
09.359.271/0001-02;INSTITUTO CIA DO TURISMO;DF;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;658674
09.359.271/0001-02;INSTITUTO CIA DO TURISMO;DF;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;731981
09.359.271/0001-02;INSTITUTO CIA DO TURISMO;DF;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;650696
09.359.271/0001-02;INSTITUTO CIA DO TURISMO;DF;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;702717
03.494.864/0001-03;INSTITUTO CIDADE SAUDAVEL;DF;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;611212
06.271.751/0001-29;INSTITUTO COMUNIDADE PARTICIPATIVA ICP;DF;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;714012
06.271.751/0001-29;INSTITUTO COMUNIDADE PARTICIPATIVA ICP;DF;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;722401
06.271.751/0001-29;INSTITUTO COMUNIDADE PARTICIPATIVA ICP;DF;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério da Cidadania - Unidades com vínculo direto;735440
06.271.751/0001-29;INSTITUTO COMUNIDADE PARTICIPATIVA ICP;DF;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;620782
06.271.751/0001-29;INSTITUTO COMUNIDADE PARTICIPATIVA ICP;DF;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;750190
06.271.751/0001-29;INSTITUTO COMUNIDADE PARTICIPATIVA ICP;DF;MOTIVO NÃO ESPECIFICADO;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;718517
06.915.829/0001-09;INSTITUTO COMUNIDADE PRAIA VERDE;DF;INSCRICAO POR DECISAO DO T.C.U.;Ministério da Educação - Unidades com vínculo direto;535336
06.915.829/0001-09;INSTITUTO COMUNIDADE PRAIA VERDE;DF;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Educação - Unidades com vínculo direto;574491
31.779.697/0001-74;INSTITUTO CONCHA PROTECAO SOCIAL E ACOES PARA A CIDADANIA;ES;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério do Meio Ambiente - Unidades com vínculo direto;483219
38.050.985/0001-32;INSTITUTO CULTURA EM MOVIMENTO DO BRASIL- ICMB;DF;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;749304
03.638.112/0001-60;INSTITUTO CULTURAL E EDUCACIONAL DO PARAGUACU-INCEP;DF;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;753290
03.638.112/0001-60;INSTITUTO CULTURAL E EDUCACIONAL DO PARAGUACU-INCEP;DF;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;748248
03.638.112/0001-60;INSTITUTO CULTURAL E EDUCACIONAL DO PARAGUACU-INCEP;DF;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;707433
03.638.112/0001-60;INSTITUTO CULTURAL E EDUCACIONAL DO PARAGUACU-INCEP;DF;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;704732
03.638.112/0001-60;INSTITUTO CULTURAL E EDUCACIONAL DO PARAGUACU-INCEP;DF;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;753334
04.456.389/0001-35;INSTITUTO CULTURAL E SOCIAL BRASIL VIVO;DF;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;705309
04.456.389/0001-35;INSTITUTO CULTURAL E SOCIAL BRASIL VIVO;DF;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;701466
08.912.128/0001-33;INSTITUTO DE CAPACITACAO E PESQUISA MARCOS CORREIA LINS;GO;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;594595
06.033.859/0001-83;INSTITUTO DE CAPACITACAO E PESQUISA PARA A PEQUENA AGRICULTURA NO CERRADO;GO;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério do Meio Ambiente - Unidades com vínculo direto;579253
04.623.490/0001-33;INSTITUTO DE COOPERACAO PRO-VIDA;DF;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;465810
04.623.490/0001-33;INSTITUTO DE COOPERACAO PRO-VIDA;DF;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Saúde - Unidades com vínculo direto;448206
04.623.490/0001-33;INSTITUTO DE COOPERACAO PRO-VIDA;DF;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;473801
04.623.490/0001-33;INSTITUTO DE COOPERACAO PRO-VIDA;DF;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;473807
04.011.344/0001-57;INSTITUTO DE COOPERACAO, DESENVOLVIMENTO HUMANO E SOCIAL;DF;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;595796
04.011.344/0001-57;INSTITUTO DE COOPERACAO, DESENVOLVIMENTO HUMANO E SOCIAL;DF;ATRASO NA DEVOLUCAO DE RECURSOS;Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto;657814
